"plot","lat","long","alphas","Valpha","W1","W2"
1,-12.4395668471588,49.1453666666667,-0.104736203630008,0.0987395041821563,0.196798029889626,0.0731215104404167
2,-12.4485498445427,49.1361672349141,-0.0565601961940182,0.0987395041821563,-0.387362233830459,-0.530174612428129
3,-12.4485498445427,49.1545660984192,-0.043278297667322,0.0987395041821563,-0.545774253886334,-0.197448632923568
4,-12.44855,49.1453666666667,-0.214968448293388,0.0987395041821563,-0.418313044695091,-0.200630962959693
5,-12.4575331528412,49.1453666666667,-0.332352837394393,0.0987395041821563,0.215299999893117,-0.254732369003384
6,-12.5862835138255,49.1814666666667,-0.390336879376901,0.0987395041821563,-0.241581139887285,1.20905276094106
7,-12.5952665093172,49.172262001537,-0.0853596775537784,0.0987395041821563,-0.612091101421344,1.00193984186172
8,-12.5952665093172,49.1906713317964,0.00674711224747833,0.0987395041821563,-0.542879440589426,1.27815419177528
9,-12.5952666666667,49.1814666666667,0.174331533655353,0.0987395041821563,-0.0400372066933949,1.54308346146358
10,-12.6042498195079,49.1814666666667,-0.149783153089308,0.0987395041821563,-0.286147883942815,1.19257312139151
11,-12.7029668471588,49.544,-0.282477130752044,0.0987395041821563,0.203800692215633,-0.024246567306593
12,-12.7119498411441,49.5347911253992,-0.0730525829603712,0.0987395041821563,-1.0559145141129,-0.245850574970831
13,-12.7119498411441,49.5532088746008,-0.0827517910786897,0.0987395041821563,-0.789119065569992,-0.845670566905691
14,-12.71195,49.544,0.194336278654472,0.0987395041821563,-0.359345793001189,-0.132826909703387
15,-12.7209331528412,49.544,-0.127499950693224,0.0987395041821563,-0.596174072886934,-0.371569815569764
16,-13.1349001804921,49.46125,0.339562958855223,0.0987395041821563,-2.07068603510709,-0.574063127617108
17,-13.1438831688888,49.4520251760309,0.0948651908346066,0.0987395041821563,-1.57935365306886,-1.18569225414936
18,-13.1438831688888,49.4704748239691,0.0302426770071284,0.0987395041821563,-1.54515715725684,-1.23360502137249
19,-13.1438833333333,49.46125,0.285537266065131,0.0987395041821563,-0.924138731499046,0.0508789377586
20,-13.1528664861745,49.46125,0.140701468415659,0.0987395041821563,-1.61106243893537,-0.827099965750383
21,-13.3538168471588,49.16235,0.152736491920388,0.0987395041821563,0.81690354686806,-0.218429357717338
22,-13.3627998327155,49.153116870698,0.0869172628906391,0.0987395041821563,1.00601164094512,-0.0431079470327177
23,-13.3627998327155,49.171583129302,0.362831362774525,0.0987395041821563,0.162597719808836,1.1778665234333
24,-13.3628,49.16235,0.0902852371375113,0.0987395041821563,0.923056237901962,-0.999973837288366
25,-13.3717831528412,49.16235,0.0404655578303404,0.0987395041821563,0.757336797850287,0.979060862991287
26,-13.4004335138255,48.3228666666667,-0.10408627395238,0.0987395041821563,-0.27023405999512,0.294736917357674
27,-13.4094164987768,48.3136317494561,-0.0190109818775464,0.0987395041821563,-0.59422996996206,0.826420729421608
28,-13.4094164987768,48.3321015838772,-0.195277238800545,0.0987395041821563,-0.450716866751939,1.14930819662954
29,-13.4094166666667,48.3228666666667,-0.367895608336244,0.0987395041821563,0.00134625809469943,-0.140549421496482
30,-13.4183998195079,48.3228666666667,-0.53637922211841,0.0987395041821563,-0.301471649754527,-0.71108485987443
31,-13.4386668471588,49.2011,0.458415158960385,0.0987395041821563,0.593588214194997,0.604502958706569
32,-13.4473835138255,48.9140833333333,0.0454640220855449,0.0987395041821563,-0.634716655779328,-0.116349699446343
33,-13.4476498316134,49.191863611329,0.388584457167424,0.0987395041821563,0.366096222876067,0.355309833673364
34,-13.4476498316134,49.210336388671,0.319040213682373,0.0987395041821563,0.588094061059369,1.15488482864819
35,-13.44765,49.2011,0.555093808263513,0.0987395041821563,0.265861520903734,0.897660550019764
36,-13.4563664981668,48.9048466085485,-0.115503352417933,0.0987395041821563,0.283224007585083,0.726616665601479
37,-13.4563664981668,48.9233200581182,-0.156274683755868,0.0987395041821563,0.180046263594167,-0.219599852864567
38,-13.4563666666667,48.9140833333333,-0.0556554644284602,0.0987395041821563,-0.932663873796851,0.679524344023451
39,-13.4566331528412,49.2011,0.299874498800285,0.0987395041821563,0.14880892334585,0.548427330421159
40,-13.4653498195079,48.9140833333333,-0.462148832987018,0.0987395041821563,0.870722008572861,0.795408348686219
41,-13.5523835138255,49.5407333333333,-0.51230704994631,0.0987395041821563,0.91571699443865,0.541860965726118
42,-13.5613664968018,49.5314925410245,-0.368892312107792,0.0987395041821563,-0.715563286243849,0.79215282140753
43,-13.5613664968018,49.5499741256422,-0.0280339028751678,0.0987395041821563,-0.0646800102836569,1.05263804050342
44,-13.5613666666667,49.5407333333333,-0.00810420624609926,0.0987395041821563,-0.87694078087486,0.367440038144551
45,-13.5703498195079,49.5407333333333,-0.300345968596583,0.0987395041821563,-0.302628826097185,0.476839645576829
46,-13.5993168471588,49.5101833333333,0.353382811917585,0.0987395041821563,-0.21341831524011,1.7801312496993
47,-13.6082998295246,49.5009407117061,0.380216045659517,0.0987395041821563,-1.45058239438084,-0.964993619015562
48,-13.6082998295246,49.5194259549605,0.326968157161561,0.0987395041821563,0.341700977941816,1.61770808742084
49,-13.6083,49.5101833333333,0.127296044514224,0.0987395041821563,0.509360296285926,0.226184331379015
50,-13.6172831528412,49.5101833333333,0.245142478921976,0.0987395041821563,-1.70306642834504,-0.26108313191644
51,-13.7091835138255,49.3944333333333,0.0574762947678188,0.0987395041821563,0.152866897822896,0.236302329649608
52,-13.7181664947611,49.3851864023332,-0.311900183441308,0.0987395041821563,0.722114097684091,0.507443080477987
53,-13.7181664947611,49.4036802643335,-0.0647527199596479,0.0987395041821563,-1.25770996739022,1.48800592934563
54,-13.7181666666667,49.3944333333333,-0.0686782551900743,0.0987395041821563,0.02633859253137,0.917076904190725
55,-13.7271498195079,49.3944333333333,-0.0156997153297461,0.0987395041821563,0.0852210705592065,0.842619358257331
56,-13.7382835138255,48.5407333333333,-0.272690434058737,0.0987395041821563,0.0967430388454083,0.000666135665872056
57,-13.7401001804921,48.5601833333333,-0.209348130297421,0.0987395041821563,0.290920404712013,0.249417234744127
58,-13.7472664943821,48.5499814121127,-0.352597046012571,0.0987395041821563,-0.75235575826722,-0.289421967652182
59,-13.7472666666667,48.5407333333333,-0.381191819195803,0.0987395041821563,-1.78614426151764,1.38712363181971
60,-13.7490831610251,48.5509351828113,0.00871808656553528,0.0987395041821563,-0.48349405482632,0.395630158219947
61,-13.7490831610251,48.5694314838553,0.0157893104699162,0.0987395041821563,-0.457883084667279,0.644043028067817
62,-13.7490833333333,48.5601833333333,-0.150422210786698,0.0987395041821563,0.052689966377337,0.279242477255353
63,-13.7562498195078,48.5407333333333,-0.0920132342101107,0.0987395041821563,-0.948399712531145,0.535232955124185
64,-13.7580664861745,48.5601833333333,-0.0724000934015179,0.0987395041821563,-0.134619701521548,0.601389962578223
65,-13.7689835138255,49.60555,-0.0495226392673823,0.0987395041821563,0.657052141448236,1.56240381925923
66,-13.7712168471588,48.1043333333333,-0.208929167994926,0.0987395041821563,0.367494958205683,-0.00899977246730658
67,-13.7779664939821,49.5963007074377,-0.0896781394690356,0.0987395041821563,0.570326913119634,1.37046702258667
68,-13.7779664939821,49.6147992925623,0.201097097550967,0.0987395041821563,0.353104407564542,0.530896705269341
69,-13.7779666666667,49.60555,-0.12549065785314,0.0987395041821563,0.0393483340297872,-0.647408686826471
70,-13.7801998272864,48.0950839523559,-0.078345162160593,0.0987395041821563,-0.313163869603138,-0.731203344651995
71,-13.7801998272864,48.1135827143108,-0.471545336540941,0.0987395041821563,0.395848913661282,-0.975760023952107
72,-13.7802,48.1043333333333,-0.367527600905561,0.0987395041821563,0.629585016807822,-0.460277753411271
73,-13.7869498195079,49.60555,0.122855925547551,0.0987395041821563,0.721929909391847,1.53705681987505
74,-13.7891831528412,48.1043333333333,-0.235538385093531,0.0987395041821563,0.621052416014315,-0.674322223560114
75,-13.9219168471588,48.7814666666667,0.0662948842419803,0.0987395041821563,0.0889281717551612,0.355545646208461
76,-13.9308998253214,48.7722112832363,0.209798105982047,0.0987395041821563,-0.426887425424702,1.04658411314025
77,-13.9308998253214,48.790722050097,0.233128679617716,0.0987395041821563,-0.270508176111865,1.67045371513014
78,-13.9309,48.7814666666667,0.0956420479770178,0.0987395041821563,0.379289423192985,0.951902633184894
79,-13.9398831528412,48.7814666666667,-0.0375643764541079,0.0987395041821563,-0.0571381973750163,0.439989726893906
80,-14.0299835138255,48.2926333333333,-0.250469198808582,0.0987395041821563,-0.916406902734821,0.0134158333843234
81,-14.0389664905775,48.3018930653688,-0.296500271743475,0.0987395041821563,-0.672665285373328,-0.0781087720075168
82,-14.0389666666667,48.2926333333333,-0.337085199239603,0.0987395041821563,-0.928316219134688,-0.0843821609182945
83,-14.0417335138255,48.3197,-0.132655060378055,0.0987395041821563,-1.04587055891219,-0.099325127922329
84,-14.050716490424,48.3104397929119,-0.0984084889272437,0.0987395041821563,-0.860338737383394,0.0136609396106724
85,-14.0507166666667,48.3197,0.110452174986301,0.0987395041821563,-0.932917939328558,-0.410278508715793
86,-14.105066489714,48.2918375898375,-0.351656840069555,0.0987395041821563,0.187332301842326,-0.495144126344903
87,-14.1050666666667,48.3011,-0.424566848743037,0.0987395041821563,-0.253258189712768,-0.0286403753868079
88,-14.1140498195079,48.3011,-0.255350241795015,0.0987395041821563,0.283124068620321,-1.058575560939
89,-14.1747668471588,48.9611,0.112468642011105,0.0987395041821563,0.335361553458131,0.438659423778285
90,-14.1837498220189,48.9518343837782,-0.102035897488046,0.0987395041821563,-0.0350407065298747,-1.58047858558639
91,-14.1837498220189,48.9703656162218,-0.199636136985269,0.0987395041821563,0.710748361612721,-0.71761849536495
92,-14.18375,48.9611,-0.00199002032381981,0.0987395041821563,0.0779392329020149,-1.235093930867
93,-14.2356668471588,49.0119833333333,0.0710806425658772,0.0987395041821563,-0.989825309268766,-1.82433367407736
94,-14.2446498212223,49.0212514445356,-0.0491220465835535,0.0987395041821563,0.330027965276047,-0.914732769291107
95,-14.24465,49.0119833333333,-0.246902148142821,0.0987395041821563,0.864861692830641,-1.5656672325951
96,-14.2536331528412,49.0119833333333,0.127750137216333,0.0987395041821563,-0.251890198117541,-0.718236056335721
97,-14.2942164872403,49.0787298494018,0.119483545408085,0.0987395041821563,-0.714382205251443,-1.49675244971959
98,-14.2942164872403,49.0972701505982,0.112944721241124,0.0987395041821563,-0.231047257295364,-1.79831589095549
99,-14.2942166666667,49.088,-0.110165561802604,0.0987395041821563,0.632520702389635,0.596578131737109
100,-14.3031998195079,49.088,-0.0143987074083923,0.0987395041821563,0.879909897913096,-0.684410006552085
101,-14.3321668471588,48.5173666666667,-0.0473412756023931,0.0987395041821563,-0.841393403959979,0.396860842086442
102,-14.3411498199592,48.5266387555384,-0.169945948885538,0.0987395041821563,-0.148221287799258,0.188954387542735
103,-14.34115,48.5173666666667,0.0108478035712343,0.0987395041821563,-0.609636020018296,-0.109200723938951
104,-14.3501331528412,48.5173666666667,0.0456314046016925,0.0987395041821563,-0.164193823734904,0.48492434458487
105,-14.3502168471588,49.1179666666667,-0.350061820743904,0.0987395041821563,0.0119698816518076,-0.469534489677825
106,-14.3591998197229,49.1086938304855,0.134276355307286,0.0987395041821563,-0.23580590742124,-0.0154083570730857
107,-14.3592,49.1179666666667,-0.12149284911374,0.0987395041821563,-0.122783039470989,-0.0955465509302801
108,-14.3681831528412,49.1179666666667,0.251764415340502,0.0987395041821563,-0.0233009282342566,-0.656774158917454
109,-14.3768835138255,48.7174666666667,0.339804791958171,0.0987395041821563,-0.248806213183424,0.578226870389058
110,-14.3858664860403,48.7081927245222,0.0938526290832702,0.0987395041821563,0.264275614766358,0.623387955001495
111,-14.3858666666667,48.7174666666667,-0.256223038792847,0.0987395041821563,0.570367007889611,0.219333994301267
112,-14.3948498195079,48.7174666666667,-0.131503804492965,0.0987395041821563,0.796720865225203,0.408484178380166
113,-14.4314335138255,49.3432833333333,-0.194526414633458,0.0987395041821563,-0.478705566132669,-0.415319767843597
114,-14.4404164853255,49.3525595449468,-0.0437642875336249,0.0987395041821563,0.0682630875382249,-0.546970781464734
115,-14.4404166666667,49.3432833333333,-0.0421660439348509,0.0987395041821563,-0.257343053747413,-0.0969436219445799
116,-14.4493998195079,49.3432833333333,-0.345048555030578,0.0987395041821563,-0.000131838756874732,-0.236125808507089
117,-14.5291001804921,49.6904666666667,-0.236589700972254,0.0987395041821563,1.44404035183096,0.392481288513634
118,-14.5315501804921,49.96295,-0.258744322815883,0.0987395041821563,0.641291089694341,0.0486035695833856
119,-14.5380831507116,49.6997469653488,0.125265436778012,0.0987395041821563,0.564901790414738,-0.0638558225999457
120,-14.5380833333333,49.6904666666667,-0.255700098909134,0.0987395041821563,1.67432380369439,1.04889335448789
121,-14.5405331506795,49.9536695983994,-0.244378761583343,0.0987395041821563,0.321912380904308,-0.890475450339253
122,-14.5405333333333,49.96295,0.172806642651645,0.0987395041821563,0.0636647679368343,-0.630009587133274
123,-14.5470664861745,49.6904666666667,-0.11217876759548,0.0987395041821563,0.891055494735979,-0.582303715723251
124,-14.5495164861745,49.96295,0.138138158611393,0.0987395041821563,0.0819379900172437,-0.121732020741352
125,-14.5518168471588,49.8611,0.108872270228712,0.0987395041821563,0.0623100782869323,-0.865138065902456
126,-14.5540668471588,49.7777666666667,0.137473288671908,0.0987395041821563,0.606442536505303,0.109362384839296
127,-14.5607998170803,49.8703812536921,-0.568991389697434,0.0987395041821563,0.411733274289955,-0.231899573054188
128,-14.5608,49.8611,-0.0394938154229868,0.0987395041821563,0.583511348944296,-0.138803343354664
129,-14.5630498170508,49.7684853182943,0.07831810795942,0.0987395041821563,-0.309000356467128,-1.19266749845579
130,-14.56305,49.7777666666667,0.0597445432870601,0.0987395041821563,0.0266663833263897,-1.45809989713875
131,-14.5720331528412,49.7777666666667,0.22422496602679,0.0987395041821563,0.0374229610254916,0.287010895512626
132,-14.7171168471588,49.4822166666667,-0.145384344637563,0.0987395041821563,0.340730959856843,0.17646026946606
133,-14.7260998149099,49.4915049194945,-0.0219667203059194,0.0987395041821563,-0.026835299241514,-0.255730389168997
134,-14.7261,49.4822166666667,0.0552444226608074,0.0987395041821563,0.681764062367953,0.350962664158832
135,-14.7350831528412,49.4822166666667,-0.17686116983521,0.0987395041821563,0.801150974268254,-0.655126977149316
136,-14.7657835138255,49.6620333333333,-0.117738860054139,0.0987395041821563,1.02316513180253,0.305813597471462
137,-14.7747664809369,49.6527430031083,-0.300256807511222,0.0987395041821563,1.50005535982785,0.359514225885675
138,-14.7747664809369,49.6713236635584,-0.0933680582943829,0.0987395041821563,0.357206334415327,0.763458178872132
139,-14.7747666666667,49.6620333333333,-0.202934617898955,0.0987395041821563,0.0433059075060027,-0.449445341969443
140,-14.8919168471588,49.4907333333333,-0.184560014458336,0.0987395041821563,0.454803004357623,-0.137750031009774
141,-14.9008998126112,49.4814375833917,-0.175512979978603,0.0987395041821563,0.91285215746606,0.374199161643138
142,-14.9008998126112,49.5000290832749,-0.281702094841485,0.0987395041821563,0.716196032788782,-0.204810993595758
143,-14.9009,49.4907333333333,-0.142194298026052,0.0987395041821563,1.5351905674786,1.08081498515102
144,-15.1478335138255,47.1641666666667,0.211130893610643,0.0987395041821563,0.136672794070933,-0.889935566689319
145,-15.1526835138255,49.8227666666667,-0.127971975297094,0.0987395041821563,0.205354569317816,-1.00211315937247
147,-15.1568164759057,47.1548597622732,0.332457458085682,0.0987395041821563,-0.883117105429897,-0.67570705627558
148,-15.1568164759057,47.1734735710601,0.567626172480683,0.0987395041821563,0.91026403374574,-0.121861697025976
149,-15.1568166666667,47.1641666666667,0.159814703990424,0.0987395041821563,-0.884204926279461,-1.24677378225228
150,-15.1616664758417,49.8134595488278,-0.409735729420609,0.0987395041821563,1.07623603227863,-0.245997173027359
151,-15.1616664758417,49.8320737845055,-0.0156419591567642,0.0987395041821563,0.198834040865758,0.384337811096371
152,-15.1616666666667,49.8227666666667,-0.447775139577974,0.0987395041821563,1.19867010018596,-0.666020094046445
153,-15.164849809133,47.4906927420231,-0.17303794034877,0.0987395041821563,1.79820329654902,-0.240732072531715
154,-15.164849809133,47.5093072579769,-0.0895856077005733,0.0987395041821563,0.294029494372164,0.429452063381347
155,-15.16485,47.5,0.11266310780328,0.0987395041821563,0.695397345525913,0.211951342624746
156,-15.1657998195079,47.1641666666667,0.446023540834008,0.0987395041821563,-1.96876977191894,-1.00861142657972
157,-15.1706498195079,49.8227666666667,-0.625734540253209,0.0987395041821563,1.42617827177018,-0.187287033735571
158,-15.1892001804921,49.7175833333333,-0.107758085488353,0.0987395041821563,0.258603341669074,-0.290700585178154
159,-15.1981831420265,49.7082746059628,-0.324890430947209,0.0987395041821563,0.276727365197393,-0.0118190186083291
160,-15.1981831420265,49.7268920607039,0.123804307731129,0.0987395041821563,-0.766312324984024,0.435310796468656
161,-15.1981833333333,49.7175833333333,-0.422297518804717,0.0987395041821563,-0.0350993040356816,-2.06608476235069
162,-15.1982168471588,50.1550833333333,0.212958249760201,0.0987395041821563,0.938127450712018,0.309122331844146
163,-15.2071664861745,49.7175833333333,0.160257040238735,0.0987395041821563,-0.376475331765928,0.580378231742864
164,-15.2071998085741,50.1457742078706,0.0889153246499092,0.0987395041821563,0.681159245183296,0.727553848896871
165,-15.2072,50.1550833333333,0.295632667289779,0.0987395041821563,1.09282351910409,0.710028205065626
166,-15.2161831528412,50.1550833333333,0.0842412664281004,0.0987395041821563,0.418585138421658,0.668134166036255
167,-15.2332335138255,50.0327666666667,0.114492600480133,0.0987395041821563,0.380635025449206,-0.93605107048145
168,-15.2422164747785,50.0420773406496,0.359268454796577,0.0987395041821563,0.00320369664461422,0.264289251462944
169,-15.2422166666667,50.0327666666667,0.351380199111612,0.0987395041821563,0.420970969671201,-0.14118669038498
170,-15.2511998195079,50.0327666666667,0.260191222258134,0.0987395041821563,-0.0466892352740948,-0.103022319394011
171,-15.2973168471588,49.4027666666667,0.145746455366449,0.0987395041821563,0.78448840684902,-0.228836097279039
172,-15.3062998072655,49.3934531484211,0.0893856034779605,0.0987395041821563,0.317041305905812,-0.680870685826852
173,-15.3062998072655,49.4120801849123,-0.0717251508883782,0.0987395041821563,1.38152714743375,-0.608904840826553
174,-15.3063,49.4027666666667,-0.150562171208304,0.0987395041821563,1.23409195606333,-0.752917018040867
175,-15.3108335138255,50.1458333333333,0.0385471065046948,0.0987395041821563,0.0302734623475802,-0.619888240764169
176,-15.3152831528412,49.4027666666667,-0.0659831362537915,0.0987395041821563,1.06503583150815,-1.24209222167393
177,-15.3198164737536,50.1365192134564,0.138443357746019,0.0987395041821563,-0.749220506298319,-0.534782965699427
178,-15.3198164737536,50.1551474532103,0.0570979777409363,0.0987395041821563,-1.1254826067115,-0.812467817847363
179,-15.3198166666667,50.1458333333333,0.250946954273818,0.0987395041821563,-0.202949887112769,-0.749641626863515
180,-15.3671335138255,50.0416666666667,0.0982793466489185,0.0987395041821563,-0.105896501027938,-0.389011154460729
181,-15.3696335138255,46.8526,-0.0739143807975281,0.0987395041821563,0.917172382916323,1.02679816338133
182,-15.3761164730095,50.0323500344428,-0.107520926595241,0.0987395041821563,0.320769400492759,-0.158670404656725
183,-15.3761164730095,50.0509832988905,0.42389562220655,0.0987395041821563,0.00306223887034325,-0.218055809407829
184,-15.3761166666667,50.0416666666667,0.377516518950117,0.0987395041821563,0.0223959088060277,-0.489387222337215
185,-15.3786164729764,46.8432832559754,-0.0326848800598572,0.0987395041821563,0.332247651364853,-0.245589258685907
186,-15.3786166666667,46.8526,0.235915183414264,0.0987395041821563,0.955019424664463,1.10461171627279
187,-15.3850998195079,50.0416666666667,0.320144719010959,0.0987395041821563,-0.0465938249385918,-0.726110356336616
188,-15.4027668471588,49.2083333333333,-0.180409766389878,0.0987395041821563,-0.193056743665311,-2.31811068393808
189,-15.4031668471588,50.1574,0.192122495510392,0.0987395041821563,-0.396805719505869,-0.722172173678323
190,-15.4097835138255,49.3675333333333,0.0847801889845532,0.0987395041821563,0.303120252594281,-0.818318167105034
191,-15.4117498058716,49.1990151056469,-0.180409568944543,0.0987395041821563,0.695475487866266,-1.06108362042143
192,-15.4117498058716,49.2176515610197,0.154094511989707,0.0987395041821563,1.18021808542236,0.702536085267011
193,-15.41175,49.2083333333333,0.168583092057065,0.0987395041821563,-0.0441317175125534,-1.47636911784365
194,-15.4121498058663,50.1667182456197,0.486127262891673,0.0987395041821563,-0.569624116709658,-0.129722585154956
195,-15.41215,50.1574,0.283281930346676,0.0987395041821563,-0.742241883764028,-0.44008842422462
196,-15.4187664724455,49.3582147909904,0.0293247836286674,0.0987395041821563,-0.0635589965815746,-0.224032737932466
197,-15.4187666666667,49.3675333333333,0.0604871906595518,0.0987395041821563,0.27854344368226,-2.13494680430294
198,-15.4207331528412,49.2083333333333,0.0985453772713732,0.0987395041821563,0.409804408492942,-1.44220663973656
199,-15.4211331528412,50.1574,0.0210129370410869,0.0987395041821563,-0.520019264761863,-0.8962257167555
200,-15.4277498195079,49.3675333333333,0.00394858039861009,0.0987395041821563,0.492809516785101,-0.634678053442104
201,-15.5002335138255,47.7350666666667,-0.00492635488454016,0.0987395041821563,-0.392119583888958,-1.92528650061527
202,-15.5092164712487,47.7257440537449,0.00510433547430732,0.0987395041821563,0.258531055539891,0.116459269216384
203,-15.5092164712487,47.7443892795884,0.309259243433185,0.0987395041821563,0.293188470198609,-1.35414120478254
204,-15.5092166666667,47.7350666666667,-0.064203420696787,0.0987395041821563,0.741487234215779,-0.589147652209912
205,-15.5181998195079,47.7350666666667,0.0291970167127684,0.0987395041821563,0.82334390464387,-0.305611765205026
206,-15.5225335138255,49.4120333333333,-0.404442104642792,0.0987395041821563,0.537683836446451,-1.86098370082622
207,-15.5315164709535,49.4027097127127,-0.00866111477144113,0.0987395041821563,0.156331065103754,-0.324628987679325
208,-15.5315164709535,49.421356953954,-0.244459279129358,0.0987395041821563,1.16603081395679,-1.29294762132453
209,-15.5315166666667,49.4120333333333,0.115232482800276,0.0987395041821563,1.14521295396593,-1.24791995357761
210,-15.5404998195079,49.4120333333333,0.0835939538344564,0.0987395041821563,0.884642530429524,-0.910958612784494
211,-15.5580335138255,47.8127333333333,0.174825280244924,0.0987395041821563,-0.454026566700343,-2.28914021809129
212,-15.5604501804921,50.2407333333333,0.268042306799852,0.0987395041821563,-0.459205373218343,-0.524626211549063
213,-15.5670164704834,47.8034081051641,0.289627850065652,0.0987395041821563,0.0556863966623632,-0.740624466525712
214,-15.5670164704834,47.8220585615026,0.412087092432281,0.0987395041821563,0.260330383452709,-0.965378199818989
215,-15.5670166666667,47.8127333333333,-0.000413415933467398,0.0987395041821563,-0.258429958469175,-1.19642039119749
216,-15.569433137118,50.250058671087,0.344141859398674,0.0987395041821563,-0.888440383503153,0.798706236843164
217,-15.5694333333333,50.2407333333333,-0.0377211301085112,0.0987395041821563,-0.351611629720527,0.0551145217342183
218,-15.5759998195079,47.8127333333333,-0.0463092807918318,0.0987395041821563,0.0113923719220085,-0.652203287168454
219,-15.5784164861745,50.2407333333333,0.318043299833251,0.0987395041821563,-0.614154665620383,0.922733853292744
220,-15.6261501804921,49.2361,0.0701163798034641,0.0987395041821563,0.149397236912366,-1.34856932215416
221,-15.6351331362476,49.2267716757161,0.0121984624231604,0.0987395041821563,0.761907733888965,0.768326514277553
222,-15.6351331362476,49.2454283242839,0.0912914164047833,0.0987395041821563,0.462762762044554,-0.887757336536429
223,-15.6351333333333,49.2361,0.122515212866329,0.0987395041821563,0.53090730136196,-0.247743595187094
224,-15.6441164861745,49.2361,0.107822703728789,0.0987395041821563,0.92254071022037,0.0271732580563937
225,-15.6613001804921,46.9258666666667,0.0216343232820796,0.0987395041821563,-0.425911333726201,-2.01965402953515
226,-15.6630331358777,47.4701462634934,0.0808514576069049,0.0987395041821563,-0.470824254187871,-0.50636866747546
227,-15.6630333333333,47.4608166666667,0.321390844905275,0.0987395041821563,-0.211268160142087,-0.0669071545350984
228,-15.6702831357816,46.9165367387423,-0.333502674388351,0.0987395041821563,-0.395923381066967,1.50343237341476
229,-15.6702831357816,46.9351965945911,0.339902935533895,0.0987395041821563,1.04156199661132,0.986128433302798
230,-15.6702833333333,46.9258666666667,0.0238770299366554,0.0987395041821563,1.77553659210833,-1.02397849288019
231,-15.6720164861745,47.4608166666667,0.354527836031937,0.0987395041821563,-0.39066463920123,0.357724551948258
232,-15.6757835138255,47.2649166666667,-0.0128062372937257,0.0987395041821563,0.737764856459899,-0.836623419677068
233,-15.6792664861745,46.9258666666667,0.039595029568876,0.0987395041821563,1.50044461402532,0.778488321778469
234,-15.6847664689229,47.2555860767903,0.269407821258615,0.0987395041821563,1.30841405393588,-0.453627930071269
235,-15.6847664689229,47.274247256543,-0.0982125710340413,0.0987395041821563,1.2256867209527,-1.18150815921877
236,-15.6847666666667,47.2649166666667,-0.248799544807092,0.0987395041821563,1.22722152378065,-0.213791860325618
237,-15.6914668471588,49.3425833333333,0.00028322661595462,0.0987395041821563,0.490332853646408,-0.309223571069399
238,-15.6937168471588,50.1458333333333,-0.368288535981629,0.0987395041821563,-0.551350057472048,0.465563786493933
239,-15.6937498195079,47.2649166666667,0.071508959732665,0.0987395041821563,0.794181135754556,-0.246822724833374
240,-15.7004498020483,49.3332520258813,-0.019586723327945,0.0987395041821563,0.0186852968992927,0.0553984274711962
241,-15.7004498020483,49.3519146407853,-0.114056341422239,0.0987395041821563,0.80665849735752,0.273323723454378
242,-15.70045,49.3425833333333,0.111906806803125,0.0987395041821563,0.914759871389104,-0.0701175125806196
243,-15.7026998020184,50.1551647437983,-0.00898554542044368,0.0987395041821563,-0.552713246798179,0.351967113771969
244,-15.7027,50.1458333333333,0.32584423462287,0.0987395041821563,-0.464711971773632,0.196994594108114
245,-15.7094331528412,49.3425833333333,-0.15157949181043,0.0987395041821563,1.06026423412334,-0.0848418421595859
246,-15.7116831528412,50.1458333333333,0.314607756728559,0.0987395041821563,-0.843856209414031,0.110745221527215
247,-15.7224668471588,47.5615666666667,0.452382568640264,0.0987395041821563,0.0538412160187759,-0.0797195772501274
248,-15.7314498016371,47.5522339384578,-0.000847673761210883,0.0987395041821563,0.0647595338106427,0.00883598803492093
249,-15.7314498016371,47.5708993948755,-0.0477064514189709,0.0987395041821563,-0.675809240095727,-0.948147708208772
250,-15.73145,47.5615666666667,0.369907098957837,0.0987395041821563,0.261235410433756,-1.32513216930579
